
Processing complete. Results:
Total files in images directory: 0
Processed files: 0
Failed to process files: 0
Processed image: amanita citrina_2012-09-22 13-29-01_34.jpg, Label: amanita citrina, Id: 0
Processed image: amanita muscaria_32.jpg, Label: amanita muscaria, Id: 5
Processed image: amanita pantherina_2011-09-18 15-58-01_41.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2011-09-18 15-58-41_42.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2012-09-16 10-57-31_43.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2012-09-16 10-58-00_44.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2012-09-16 10-58-12_45.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2012-09-22 13-00-10_46.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-30-31_1.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-30-55_2.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-31-07_3.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-31-28_4.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-32-02_5.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-32-06_6.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-32-14_7.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-32-30_8.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-32-44_9.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-00_10.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-04_11.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-12_12.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-16_0.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-30_13.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-37_14.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-42-58_15.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-43-12_16.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-43-15_17.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-08-31 10-43-29_18.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-00-55_19.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-07_20.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-12_21.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-18_22.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-24_23.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-29_24.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-32_25.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-36_26.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-36_27.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-49_28.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-01-53_29.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-02-02_30.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-31-20_31.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-31-26_32.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-31-47_33.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 11-32-00_34.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-09-07_35.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-09-17_36.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-09-25_37.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-10-01_38.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-10-06_39.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita pantherina_2019-09-04 12-10-09_40.jpg, Label: amanita pantherina, Id: 6
Processed image: amanita porphyria_2011-09-03 15-50-00_7.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 09-12-57_0.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 09-13-05_1.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 09-13-28_2.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 09-13-33_3.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 10-15-57_4.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 10-16-02_5.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita porphyria_2019-08-31 10-16-19_6.jpg, Label: amanita porphyria, Id: 7
Processed image: amanita regalis_2010-09-10 08-25-19_4.jpg, Label: amanita regalis, Id: 8
Processed image: amanita regalis_2010-09-10 08-25-34_5.jpg, Label: amanita regalis, Id: 8
Processed image: amanita regalis_2016-08-31 09-42-42_0.jpg, Label: amanita regalis, Id: 8
Processed image: amanita regalis_2016-08-31 09-42-49_1.jpg, Label: amanita regalis, Id: 8
Processed image: amanita regalis_2016-08-31 09-43-11_2.jpg, Label: amanita regalis, Id: 8
Processed image: amanita regalis_2016-08-31 09-43-30_3.jpg, Label: amanita regalis, Id: 8
Processed image: amanita rubescens_2012-09-22 13-00-28_20.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-19-52_0.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-20-00_1.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-20-16_2.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-20-41_3.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-20-51_4.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-21-19_5.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-21-52_6.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-22-04_7.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 10-22-20_8.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 13-14-06_9.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 13-14-12_10.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 13-14-21_11.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2016-08-31 13-14-42_12.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-50-53_13.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-00_14.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-20_15.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-27_16.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-30_17.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-37_18.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita rubescens_2019-09-28 13-51-43_19.jpg, Label: amanita rubescens, Id: 9
Processed image: amanita verna_2012-09-22 14-37-13_0.jpg, Label: amanita verna, Id: 10
Processed image: amanita verna_2012-09-22 14-37-25_1.jpg, Label: amanita verna, Id: 10
Processed image: amanita verna_2012-09-22 14-37-30_2.jpg, Label: amanita verna, Id: 10
Processed image: amanita verna_2012-09-22 14-37-35_3.jpg, Label: amanita verna, Id: 10
Processed image: amanita virosa_2010-09-23 13-16-10_0.jpg, Label: amanita virosa, Id: 11
Processed image: amanita virosa_2010-09-23 13-16-27_1.jpg, Label: amanita virosa, Id: 11
Processed image: amanita virosa_2010-09-29 16-04-42_2.jpg, Label: amanita virosa, Id: 11

Processing complete. Results:
Total files in images directory: 3
Processed files: 13
Failed to process files: -10
